perfume_name,notes_score,season_score,day_night_score
Nomade,woody(100.0) / citrus(92.4) / fruity(85.3) / mossy(84.9) / earthy(78.0) / floral(74.5) / sweet(66.0) / powdery(57.7) / warm spicy(56.2) / patchouli(53.8),winter(27.2) / spring(36.5) / summer(3.9) / fall(44.1),day(92.7) / night(59.0)
Bloom,rose(100.0) / floral(79.5) / fresh(72.2) / fruity(68.5) / green(56.7) / woody(56.1) / citrus(52.9) / aromatic(49.4) / tropical(49.1) / musky(48.6),winter(18.1) / spring(15.3) / summer(11.1) / fall(74.6),day(100.0) / night(88.1)
Bright Crystal,floral(100.0) / citrus(60.6) / fresh(59.6) / woody(51.3) / fresh spicy(45.8) / rose(45.8) / aquatic(44.3),winter(18.1) / spring(39.9) / summer(2.9) / fall(15.1),day(89.7) / night(80.5)
L'Instante de Guerlain,warm spicy(100.0) / woody(88.7) / cacao(83.1) / patchouli(77.4) / citrus(69.7) / anis(63.3) / aromatic(60.9) / soft spicy(60.0) / balsamic(59.0) / fresh spicy(58.7),winter(9.9) / spring(7.6) / summer(1.0) / fall(97.9),day(61.5) / night(20.1)
Le Parfum de Thérèse,fruity(100.0) / sweet(73.5) / citrus(70.5) / woody(70.2) / ozonic(67.1) / rose(65.4) / leather(64.3) / aquatic(61.8) / aromatic(51.4) / fresh(51.2),winter(14.1) / spring(44.4) / summer(3.2) / fall(32.8),day(89.9) / night(68.8)
Legendary Samsara,warm spicy(100.0) / woody(90.1) / sweet(82.1) / vanilla(70.0) / patchouli(69.7) / rum(69.7) / amber(66.8) / caramel(65.4) / cinnamon(64.7) / balsamic(61.0),winter(14.1) / spring(8.6) / summer(6.3) / fall(100.0),day(35.2) / night(12.1)
Wood & Spice,woody(100.0) / warm spicy(66.5) / powdery(61.8) / vanilla(53.1) / fresh spicy(51.0),winter(22.8) / spring(10.8) / summer(3.0) / fall(94.1),day(57.5) / night(20.1)
Alba d'Seoul,woody(100.0) / green(69.7) / aromatic(53.3) / warm spicy(50.1) / amber(48.1) / conifer(46.6),winter(27.4) / spring(20.5) / summer(4.1) / fall(22.7),day(100.0) / night(98.5)
Pleasure,aquatic(100.0) / fruity(54.8) / aromatic(54.5) / bitter(44.2) / powdery(42.4),winter(40.0) / spring(53.3) / summer(26.7) / fall(25.0),day(100.0) / night(62.5)
Pleasure,aquatic(100.0) / fruity(54.8) / aromatic(54.5) / bitter(44.2) / powdery(42.4),winter(40.0) / spring(53.3) / summer(26.7) / fall(25.0),day(100.0) / night(62.5)
Jour d'Hermes Absolu,floral(100.0) / white floral(90.7) / citrus(83.7) / woody(57.2) / mossy(50.0) / fresh spicy(46.1) / fruity(44.7),winter(9.8) / spring(26.9) / summer(3.0) / fall(27.7),day(97.9) / night(73.9)
Good Girl Gone Bad Eau Fresh,white floral(100.0) / aquatic(66.2) / musky(55.4) / fresh(53.9) / tuberose(51.6) / citrus(49.7) / floral(48.2) / rose(47.9) / animalic(46.1),winter(47.5) / spring(40.3) / summer(15.1) / fall(29.8),day(100.0) / night(92.7)
Bamboo,citrus(100.0) / green(93.4) / fresh(76.9) / woody(72.1) / fresh spicy(67.2) / aromatic(55.4) / floral(46.8) / earthy(45.0) / yellow floral(44.1),winter(29.4) / spring(25.0) / summer(4.0) / fall(8.7),day(93.0) / night(100.0)
Aqua Allegoria Rosa Rosa,green(100.0) / aquatic(87.3) / ozonic(86.0) / rose(84.3) / aromatic(67.8) / fresh spicy(66.4) / citrus(65.7) / powdery(61.2) / floral(57.2) / musky(51.6),winter(62.1) / spring(46.0) / summer(11.2) / fall(2.0),day(84.0) / night(100.0)
Elle,woody(100.0) / floral(87.6) / patchouli(86.3) / fresh(74.6) / rose(74.3) / earthy(69.0) / soft spicy(69.0) / aromatic(61.3) / warm spicy(58.2) / musky(57.8),winter(6.7) / spring(33.5) / summer(0.8) / fall(92.9),day(62.1) / night(35.5)
Poivre Noir,fresh spicy(100.0) / warm spicy(51.6) / woody(50.6) / aromatic(37.4) / powdery(35.7),winter(64.0) / spring(43.2) / summer(12.6) / fall(69.3),day(84.2) / night(55.4)
Orchid Leather,amber(100.0) / fruity(71.9) / vanilla(70.4) / warm spicy(66.9) / sweet(63.1) / balsamic(60.5) / smoky(56.2) / musky(46.2) / woody(45.4),winter(24.3) / spring(15.8) / summer(3.6) / fall(100.0),day(34.3) / night(11.6)
Green Neroli,citrus(100.0) / aromatic(92.0) / green(71.2) / fresh spicy(66.2) / anis(41.9),winter(63.6) / spring(15.2) / summer(3.0) / fall(9.4),day(78.1) / night(100.0)
Aqua Allegoria Porte Rosa Rosa,rose(100.0) / fruity(71.9) / woody(62.7) / soft spicy(57.1) / warm spicy(55.3) / floral(52.6) / amber(49.7) / patchouli(49.7) / aromatic(48.4) / sweet(48.0),winter(31.1) / spring(12.6) / summer(2.1) / fall(28.0),day(100.0) / night(84.6)
Gentleman,woody(100.0) / iris(80.3) / whiskey(70.6) / powdery(64.9) / amber(64.0) / violet(55.1) / warm spicy(52.9) / earthy(50.1) / nutty(47.8),winter(10.2) / spring(6.3) / summer(2.9) / fall(100.0),day(30.2) / night(10.7)
Eyes Closed,warm spicy(100.0) / powdery(77.9) / cinnamon(75.1) / iris(65.9) / earthy(57.6) / woody(57.4) / soft spicy(54.5) / fresh(46.6) / fresh spicy(46.0),winter(51.0) / spring(46.6) / summer(15.7) / fall(90.2),day(32.3) / night(14.4)
Lime Basil & Mandarin Gift Package,white floral(100.0) / fruity(77.8) / warm spicy(67.1) / sweet(61.9) / citrus(58.8) / aromatic(56.8) / lavender(50.6),winter(10.6) / spring(55.3) / summer(2.1) / fall(37.0),day(96.3) / night(33.3)
La Vie Belle Intensement,vanilla(100.0) / powdery(88.1) / sweet(75.9) / fruity(71.4) / woody(61.2) / iris(57.0) / warm spicy(55.2) / white floral(55.0) / amber(52.0) / balsamic(49.1),winter(26.4) / spring(23.2) / summer(5.5) / fall(97.9),day(74.9) / night(31.8)
Bois Doré,vanilla(100.0) / sweet(79.7) / woody(65.9) / almond(62.9) / tobacco(55.0) / powdery(51.9) / amber(50.1) / nutty(49.8) / fruity(49.0) / aromatic(45.2),winter(15.4) / spring(12.0) / summer(1.4) / fall(99.5),day(41.7) / night(16.9)
Vetiver 46,woody(100.0) / amber(87.4) / fresh spicy(71.5) / aromatic(62.8) / warm spicy(62.1) / earthy(48.2),winter(31.5) / spring(27.9) / summer(4.6) / fall(73.6),day(67.0) / night(34.0)
Orchidee Vanille,vanilla(100.0) / sweet(60.9) / powdery(59.0) / almond(49.9) / citrus(49.2) / fruity(49.0) / violet(48.7) / amber(45.5),winter(15.1) / spring(13.9) / summer(1.3) / fall(94.6),day(50.0) / night(27.9)
Angelique Su La Plus,musky(100.0) / vanilla(96.2) / powdery(92.8) / amber(83.5) / sweet(60.8) / fruity(52.4) / white floral(50.1) / woody(44.2),winter(8.2) / spring(10.0) / summer(1.8) / fall(88.9),day(78.1) / night(40.7)
Dior Addict,vanilla(100.0) / white floral(81.8) / sweet(64.6) / fruity(48.1) / amber(46.6) / aromatic(46.0) / citrus(45.8) / powdery(44.1),winter(5.6) / spring(33.3) / summer(2.0) / fall(97.9),day(19.8) / night(12.5)
Guilty Absolute Pour Homme,rose(100.0) / oud(93.6) / fruity(85.5) / woody(75.9) / patchouli(68.5) / leather(66.1) / earthy(65.3) / amber(59.4) / sweet(56.8) / animalic(53.9),winter(13.5) / spring(16.6) / summer(1.2) / fall(100.0),day(46.8) / night(13.5)
Serge Noir,warm spicy(100.0) / woody(65.2) / amber(61.9) / smoky(49.1) / balsamic(44.9),winter(11.4) / spring(50.0) / summer(2.4) / fall(100.0),day(22.1) / night(15.7)
Aqua Florentina,powdery(100.0) / woody(94.6) / leather(72.6) / violet(68.3) / citrus(68.3) / fruity(67.6) / iris(61.1) / animalic(59.9) / floral(59.7) / fresh spicy(52.9),winter(21.1) / spring(19.3) / summer(7.0) / fall(86.3),day(68.6) / night(46.1)
Smoking Hot Refill,woody(100.0) / aromatic(87.3) / balsamic(56.5) / fresh spicy(54.8) / amber(52.9),winter(0.0) / spring(14.3) / summer(0.0) / fall(33.3),day(100.0) / night(33.3)
Rosa,floral(100.0) / rose(83.2) / fresh(59.9) / citrus(54.5) / woody(53.4) / aromatic(49.5) / amber(47.3),winter(34.8) / spring(11.6) / summer(1.4) / fall(24.6),day(100.0) / night(76.8)
Eau de Memo,citrus(100.0) / leather(89.2) / green(82.2) / aromatic(69.3) / fresh spicy(67.2) / animalic(63.4) / powdery(62.8) / iris(56.9) / fresh(53.7) / musky(51.5),winter(32.1) / spring(18.4) / summer(3.9) / fall(25.8),day(100.0) / night(91.6)
Aqua Allegoria Bergamot Calabria,citrus(100.0) / fresh spicy(82.0) / aromatic(65.2) / woody(54.1) / warm spicy(47.4) / green(46.3) / musky(45.7),winter(21.9) / spring(20.7) / summer(1.2) / fall(7.2),day(65.1) / night(100.0)
Gentleman Intense,woody(100.0) / aromatic(96.5) / iris(74.3) / warm spicy(65.6) / fresh spicy(64.7) / powdery(62.2) / violet(52.2) / vanilla(50.6) / earthy(47.7) / sweet(45.3),winter(16.7) / spring(5.3) / summer(3.4) / fall(82.9),day(93.5) / night(38.6)
Champs-Élysées,floral(100.0) / yellow floral(72.9) / powdery(61.1) / woody(59.8) / green(58.6) / sweet(46.0),winter(43.8) / spring(23.3) / summer(7.5) / fall(31.1),day(100.0) / night(67.7)
Poison Girl,vanilla(100.0) / sweet(72.5) / almond(71.7) / powdery(69.0) / citrus(63.7) / amber(62.1) / nutty(52.7) / woody(49.2) / fruity(48.9) / warm spicy(47.7),winter(15.2) / spring(44.1) / summer(3.6) / fall(100.0),day(41.2) / night(21.2)
Joy by Dior,citrus(100.0) / woody(91.6) / powdery(76.8) / white floral(75.4) / musky(74.0) / rose(60.7) / warm spicy(55.0) / floral(53.7) / fruity(53.6) / aromatic(52.7),winter(29.2) / spring(80.3) / summer(5.0) / fall(28.2),day(87.2) / night(62.3)
Guilty Pour Homme,citrus(100.0) / lavender(82.7) / woody(77.3) / white floral(69.4) / aromatic(69.2) / patchouli(57.8) / sweet(47.6) / vanilla(45.9) / fresh spicy(45.8),winter(22.0) / spring(46.4) / summer(2.1) / fall(31.1),day(100.0) / night(83.8)
La Nuit Trésor,sweet(100.0) / fruity(71.3) / vanilla(51.9) / caramel(51.6) / warm spicy(51.5) / balsamic(50.6) / woody(47.1) / tropical(46.2) / patchouli(45.7) / amber(44.7),winter(12.1) / spring(30.2) / summer(3.6) / fall(96.9),day(25.3) / night(13.9)
Good Girl Gone Bad Extreme,white floral(100.0) / floral(91.9) / lactonic(88.3) / tuberose(81.8) / fruity(79.5) / yellow floral(59.0) / green(55.0) / animalic(52.2) / amber(52.0) / soft spicy(48.8),winter(18.1) / spring(14.3) / summer(3.3) / fall(70.0),day(100.0) / night(67.3)
D'En Le Bleu Que Petit,amber(100.0) / marine(95.6) / smoky(92.2) / woody(82.9) / balsamic(68.9) / warm spicy(61.1) / aromatic(58.8) / aquatic(56.7) / soft spicy(48.0),winter(25.3) / spring(26.9) / summer(10.7) / fall(38.0),day(90.1) / night(100.0)
Sacred Wood Refill,woody(100.0) / powdery(68.0) / warm spicy(57.9) / balsamic(53.0) / amber(48.7) / lactonic(48.5) / aromatic(45.8),winter(19.6) / spring(19.1) / summer(4.3) / fall(92.9),day(63.5) / night(20.6)
Fahrenheit Perfume,vanilla(100.0) / white floral(96.0) / sweet(63.8) / citrus(63.0) / aromatic(57.0) / woody(57.0) / earthy(53.1) / powdery(51.0) / soapy(46.5),winter(6.4) / spring(36.1) / summer(1.4) / fall(65.3),day(91.5) / night(62.9)
Hero for Men,fresh spicy(100.0) / woody(100.0) / warm spicy(96.5) / aromatic(86.0) / rose(65.0) / herbal(58.0),winter(25.0) / spring(0.0) / summer(0.0) / fall(0.0),day(80.0) / night(100.0)
Colonia Futura,citrus(100.0) / aromatic(95.6) / fresh spicy(54.5) / woody(53.9) / lavender(51.7) / soft spicy(50.6) / herbal(50.6) / earthy(48.4),winter(45.8) / spring(28.0) / summer(11.4) / fall(15.1),day(96.3) / night(100.0)
Eau de Nuits,citrus(100.0) / woody(80.1) / white floral(77.1) / rose(74.8) / fresh spicy(69.9) / mossy(66.8) / floral(66.4) / musky(64.5) / aromatic(57.3) / green(57.1),winter(10.8) / spring(18.5) / summer(4.6) / fall(9.5),day(78.6) / night(71.4)
Lamborghini,woody(100.0) / aromatic(98.1) / warm spicy(94.6) / patchouli(72.5) / citrus(68.9) / green(67.5) / powdery(55.5) / herbal(55.3) / balsamic(50.9) / fresh spicy(50.3),winter(100.0) / spring(100.0) / summer(33.3) / fall(64.3),day(42.9) / night(42.9)
Costa Azura,vanilla(100.0) / powdery(81.2) / woody(71.9) / citrus(68.5) / sweet(65.8) / aromatic(65.4) / amber(64.6) / floral(61.2) / white floral(60.8) / fruity(58.5),winter(0.0) / spring(100.0) / summer(0.0) / fall(71.4),day(14.3) / night(14.3)
Opium,amber(100.0) / balsamic(61.5) / sweet(54.8) / warm spicy(50.8) / citrus(48.2) / white floral(46.3) / patchouli(44.2),winter(9.4) / spring(46.7) / summer(7.6) / fall(95.1),day(20.9) / night(18.3)
Diorissimo,white floral(100.0) / green(70.1) / fresh(69.9) / floral(66.6) / soapy(39.1),winter(5.5) / spring(27.0) / summer(1.7) / fall(15.4),day(100.0) / night(44.7)
Miss Dior Rose & Roses Roller Pearl,rose(100.0) / citrus(75.2) / musky(64.7) / fresh spicy(56.3) / floral(50.8) / aromatic(49.4) / powdery(49.1),winter(20.7) / spring(6.9) / summer(6.9) / fall(24.3),day(100.0) / night(57.3)
Rive Gauche,aldehydic(100.0) / white floral(97.6) / woody(92.1) / earthy(88.1) / fresh(87.4) / green(80.0) / rose(78.8) / aromatic(76.5) / mossy(74.0) / powdery(74.0),winter(8.3) / spring(49.7) / summer(3.5) / fall(74.1),day(69.7) / night(42.5)
Mon Guerlain Intense,lavender(100.0) / aromatic(81.3) / vanilla(77.8) / citrus(77.8) / powdery(76.7) / sweet(64.3) / fresh spicy(62.7) / woody(59.2) / floral(54.5) / iris(53.3),winter(0.0) / spring(0.0) / summer(12.5) / fall(100.0),day(100.0) / night(44.4)
Love Story,white floral(100.0) / citrus(92.7) / musky(53.7) / fruity(52.1) / fresh spicy(50.6) / sweet(50.5) / woody(50.0) / rose(47.3) / fresh(45.4) / powdery(45.1),winter(16.4) / spring(32.3) / summer(1.2) / fall(17.4),day(99.0) / night(63.9)
Aqua Vite,warm spicy(100.0) / whiskey(90.5) / amber(86.8) / vanilla(67.8) / woody(64.1) / powdery(49.9) / cinnamon(48.9) / tobacco(48.9) / sweet(47.0),winter(20.0) / spring(0.0) / summer(0.0) / fall(83.3),day(33.3) / night(0.0)
Jannat,citrus(100.0) / aromatic(59.9) / floral(57.1) / fresh spicy(46.3) / green(44.0),winter(25.0) / spring(36.3) / summer(3.4) / fall(11.5),day(84.0) / night(100.0)
Youth Duo,amber(100.0) / white floral(86.8) / woody(55.4) / musky(54.6) / vanilla(53.3) / citrus(52.4) / balsamic(48.0) / warm spicy(45.1),winter(30.0) / spring(40.0) / summer(80.0) / fall(55.6),day(88.9) / night(55.6)
Aqua Allegoria Pera Granita,citrus(100.0) / fruity(59.2) / sweet(49.1) / fresh(47.1) / fresh spicy(47.0) / aromatic(46.7) / floral(46.2),winter(21.3) / spring(21.2) / summer(1.0) / fall(7.5),day(73.0) / night(100.0)
Black Opium Le Parfum,vanilla(100.0) / warm spicy(72.2) / coffee(67.0) / sweet(62.6) / white floral(59.9) / powdery(55.1) / cinnamon(46.6) / balsamic(44.5) / citrus(44.2),winter(15.7) / spring(6.1) / summer(3.2) / fall(100.0),day(32.7) / night(16.2)
Citrus Bigarade,citrus(100.0) / aromatic(82.8) / fresh spicy(63.7) / green(60.8) / woody(59.1) / earthy(49.8) / fresh(45.6),winter(28.6) / spring(14.3) / summer(9.5) / fall(0.0),day(100.0) / night(89.5)
Nomade Nuit de Egypt,sweet(100.0) / white floral(98.8) / amber(96.0) / vanilla(86.0) / balsamic(71.6) / citrus(68.7) / warm spicy(68.5) / cinnamon(56.4) / yellow floral(50.3) / fresh spicy(47.4),winter(42.1) / spring(24.3) / summer(5.0) / fall(66.7),day(81.8) / night(66.7)
Modern Muse,white floral(100.0) / floral(50.0) / musky(47.3) / woody(44.4) / animalic(43.7),winter(12.5) / spring(39.6) / summer(2.9) / fall(34.5),day(87.9) / night(49.9)
For Her Musk Noir,musky(100.0) / fruity(86.6) / sweet(81.2) / vanilla(80.2) / rose(77.9) / powdery(77.1) / tuberose(59.4) / soft spicy(53.6) / white floral(53.5) / animalic(48.1),winter(24.2) / spring(14.7) / summer(3.4) / fall(84.3),day(73.7) / night(35.2)
Aqua Allegoria Eau de Euju Forte,green(100.0) / aromatic(66.2) / citrus(55.3) / fresh spicy(53.1) / fresh(49.8) / floral(47.6),winter(11.0) / spring(22.4) / summer(1.1) / fall(6.1),day(59.0) / night(100.0)
Love Shot,fruity(100.0) / leather(97.5) / musky(90.6) / sweet(85.1) / animalic(72.9) / powdery(60.3) / smoky(50.3),winter(31.5) / spring(47.2) / summer(7.3) / fall(81.9),day(84.7) / night(56.2)
Luna Rosa Ocean,aromatic(100.0) / musky(84.1) / powdery(79.5) / lavender(78.5) / herbal(72.5) / citrus(70.9) / fresh spicy(70.2) / iris(67.9) / woody(62.6) / earthy(62.5),winter(40.1) / spring(18.2) / summer(5.3) / fall(24.0),day(94.5) / night(100.0)
Omnia Coral,floral(100.0) / woody(95.3) / fresh spicy(81.1) / fruity(65.5) / musky(64.4) / citrus(56.9) / aquatic(48.7) / powdery(48.3) / sour(46.2),winter(13.0) / spring(23.0) / summer(1.0) / fall(11.0),day(79.3) / night(92.0)
Peunotic Poison,warm spicy(100.0) / sweet(79.3) / vanilla(73.3) / cinnamon(62.0) / amber(60.7) / honey(59.4) / rum(55.1) / woody(54.6) / tobacco(52.8) / balsamic(47.9),winter(13.2) / spring(8.5) / summer(0.9) / fall(97.6),day(26.5) / night(16.9)
Crystal Noir,fresh spicy(100.0) / warm spicy(93.5) / white floral(90.8) / coconut(84.2) / lactonic(66.8) / woody(62.6) / powdery(61.7) / sweet(58.9) / fresh(58.9) / musky(54.3),winter(13.8) / spring(45.5) / summer(4.2) / fall(86.5),day(30.0) / night(26.3)
Bois Marocain,woody(100.0) / fresh spicy(49.3) / aromatic(45.5) / soft spicy(42.8) / warm spicy(42.8),winter(47.4) / spring(37.7) / summer(11.4) / fall(82.0),day(53.9) / night(24.2)
Aqua Allegoria Flora Bloom,powdery(100.0) / tuberose(91.8) / tropical(91.0) / sweet(90.9) / fruity(87.8) / white floral(79.4) / violet(74.1) / woody(71.5) / musky(71.1) / coconut(68.0),winter(36.3) / spring(26.8) / summer(8.5) / fall(22.4),day(100.0) / night(88.7)
Pour Monsieur,aromatic(100.0) / citrus(95.2) / woody(71.9) / earthy(68.4) / mossy(66.1) / fresh spicy(64.0) / green(54.5) / fresh(54.5) / warm spicy(47.3) / herbal(45.5),winter(8.8) / spring(17.6) / summer(1.1) / fall(29.7),day(100.0) / night(80.6)
Jour d'Hermes,citrus(100.0) / white floral(89.1) / green(58.0) / floral(47.2) / aromatic(47.1) / aquatic(46.8) / fresh(44.6),winter(9.3) / spring(33.0) / summer(1.0) / fall(16.7),day(87.3) / night(76.0)
Chance Eau Vive,citrus(100.0) / woody(52.2) / fresh spicy(46.4) / powdery(46.2) / white floral(46.1) / aromatic(45.6) / musky(44.6),winter(18.5) / spring(41.9) / summer(1.7) / fall(19.9),day(84.1) / night(87.5)
Eau de Ombré Leather,white floral(100.0) / woody(100.0) / leather(65.0) / tobacco(65.0) / ozonic(63.2) / aquatic(54.5) / animalic(51.0) / sweet(47.5) / floral(44.0),winter(50.0) / spring(0.0) / summer(0.0) / fall(100.0),day(75.0) / night(0.0)
Atelier de Fleurs Herba Mimosa,woody(100.0) / marine(81.1) / aromatic(79.6) / salty(69.9) / camphor(59.1) / fruity(53.3) / aquatic(51.8) / violet(50.8) / sweet(49.9) / herbal(48.9),winter(44.1) / spring(14.7) / summer(2.9) / fall(2.6),day(73.7) / night(100.0)
No. 5 Refill,citrus(100.0) / floral(83.3) / fresh spicy(81.1) / sweet(77.7) / rose(75.2) / aromatic(69.9) / white floral(69.5) / patchouli(68.1) / woody(65.1) / warm spicy(58.6),winter(29.8) / spring(19.1) / summer(0.0) / fall(18.5),day(88.9) / night(92.6)
White Linen,floral(100.0) / fresh(84.4) / woody(82.5) / aldehydic(81.2) / earthy(71.5) / powdery(66.4) / white floral(60.6) / green(60.5) / iris(56.6) / aromatic(55.4),winter(12.2) / spring(58.4) / summer(5.7) / fall(36.1),day(86.5) / night(61.4)
Couros,leather(100.0) / warm spicy(83.4) / amber(80.1) / animalic(63.2) / fruity(62.0) / sweet(56.4) / violet(53.8) / floral(53.1) / powdery(50.3) / cacao(49.9),winter(14.4) / spring(22.6) / summer(16.4) / fall(98.8),day(57.3) / night(13.4)
Higher Energy,fresh spicy(100.0) / aromatic(89.4) / woody(88.1) / fruity(59.7) / sweet(56.7) / citrus(54.4) / green(54.3) / amber(48.0) / earthy(47.1) / fresh(46.6),winter(13.4) / spring(20.1) / summer(1.3) / fall(12.2),day(75.9) / night(95.8)
Pleasure Intense,woody(100.0) / amber(96.7) / rum(83.3) / powdery(83.3) / vanilla(80.0) / floral(80.0) / fruity(75.0) / tropical(70.0) / sweet(70.0) / warm spicy(63.3),winter(0.0) / spring(0.0) / summer(0.0) / fall(100.0),day(60.0) / night(60.0)
Jasmine et Cigarette,white floral(100.0) / tobacco(88.9) / sweet(72.5) / green(55.7) / fresh spicy(52.3) / fruity(50.1) / powdery(49.9) / musky(49.6) / herbal(45.7) / floral(44.0),winter(26.2) / spring(55.2) / summer(11.3) / fall(35.0),day(100.0) / night(53.2)
Beautiful,floral(100.0) / white floral(89.4) / aromatic(89.2) / green(73.9) / yellow floral(67.1) / woody(62.5) / herbal(58.3) / powdery(57.9) / sweet(57.6) / citrus(54.7),winter(12.2) / spring(50.0) / summer(4.5) / fall(54.0),day(85.7) / night(50.4)
No. 5 Perfume Refill Portable Spray,green(100.0) / woody(69.5) / white floral(67.2) / yellow floral(63.9) / aromatic(63.7) / iris(60.9) / earthy(53.8) / powdery(53.0) / fresh(52.9) / rose(51.9),winter(11.2) / spring(28.6) / summer(2.0) / fall(36.8),day(100.0) / night(57.5)
Bloom Ambrosia di Fiori,white floral(100.0) / tuberose(64.5) / rose(45.9) / iris(44.2) / animalic(43.5),winter(24.8) / spring(35.0) / summer(5.6) / fall(53.2),day(100.0) / night(62.0)
Nomade Jasmine Naturale Intense,sweet(100.0) / fruity(83.2) / white floral(79.3) / woody(70.9) / vanilla(63.0) / floral(57.0) / powdery(54.1) / warm spicy(48.1) / earthy(45.7) / fresh(45.3),winter(38.6) / spring(27.7) / summer(3.7) / fall(45.8),day(96.4) / night(70.7)
Devil Tender,rose(100.0) / powdery(96.1) / vanilla(76.5) / woody(72.8) / citrus(72.2) / floral(61.6) / musky(60.0) / soft spicy(57.7) / leather(57.0) / sweet(52.0),winter(38.2) / spring(31.4) / summer(2.4) / fall(37.8),day(100.0) / night(71.3)
Honeysuckle and Davana,white floral(100.0) / fruity(66.6) / sweet(54.3) / yellow floral(52.3) / fresh spicy(49.1) / citrus(48.4) / aromatic(46.8) / herbal(45.3),winter(2.4) / spring(21.4) / summer(0.0) / fall(96.8),day(48.4) / night(32.3)
